ORDER	FAMILY	PRIMARY_COM_NAME	SPECIES_CODE
Passeriformes	Timaliidae (Tree-Babblers, Scimitar-Babblers, and Allies)	Black-crowned Scimitar-Babbler	cobscb1
Passeriformes	Timaliidae (Tree-Babblers, Scimitar-Babblers, and Allies)	Brown-crowned Scimitar-Babbler	bncscb1
Passeriformes	Timaliidae (Tree-Babblers, Scimitar-Babblers, and Allies)	Red-billed Scimitar-Babbler	rbsbab1
Passeriformes	Timaliidae (Tree-Babblers, Scimitar-Babblers, and Allies)	Slender-billed Scimitar-Babbler	sbsbab1
Passeriformes	Timaliidae (Tree-Babblers, Scimitar-Babblers, and Allies)	Streak-breasted Scimitar-Babbler	sbsbab3
Passeriformes	Timaliidae (Tree-Babblers, Scimitar-Babblers, and Allies)	Taiwan Scimitar-Babbler	taiscb1
Passeriformes	Timaliidae (Tree-Babblers, Scimitar-Babblers, and Allies)	White-browed Scimitar-Babbler	wbsbab1
Passeriformes	Timaliidae (Tree-Babblers, Scimitar-Babblers, and Allies)	Indian Scimitar-Babbler	insbab1
Passeriformes	Timaliidae (Tree-Babblers, Scimitar-Babblers, and Allies)	Sri Lanka Scimitar-Babbler	srlscb1
Passeriformes	Timaliidae (Tree-Babblers, Scimitar-Babblers, and Allies)	Sunda Scimitar-Babbler	chbscb2
Passeriformes	Timaliidae (Tree-Babblers, Scimitar-Babblers, and Allies)	Javan Scimitar-Babbler	chbscb1
Passeriformes	Timaliidae (Tree-Babblers, Scimitar-Babblers, and Allies)	Large Scimitar-Babbler	lasbab1
Passeriformes	Timaliidae (Tree-Babblers, Scimitar-Babblers, and Allies)	Rusty-cheeked Scimitar-Babbler	rcsbab1
Passeriformes	Timaliidae (Tree-Babblers, Scimitar-Babblers, and Allies)	Spot-breasted Scimitar-Babbler	spbscb1
Passeriformes	Timaliidae (Tree-Babblers, Scimitar-Babblers, and Allies)	Black-streaked Scimitar-Babbler	bksscb1
Passeriformes	Timaliidae (Tree-Babblers, Scimitar-Babblers, and Allies)	Gray-sided Scimitar-Babbler	gysscb1
Passeriformes	Timaliidae (Tree-Babblers, Scimitar-Babblers, and Allies)	Black-necklaced Scimitar-Babbler	sbsbab2
Passeriformes	Timaliidae (Tree-Babblers, Scimitar-Babblers, and Allies)	Black-throated Babbler	bltbab1
Passeriformes	Timaliidae (Tree-Babblers, Scimitar-Babblers, and Allies)	White-breasted Babbler	whbbab2
Passeriformes	Timaliidae (Tree-Babblers, Scimitar-Babblers, and Allies)	Chestnut-rumped Babbler	chrbab1
Passeriformes	Timaliidae (Tree-Babblers, Scimitar-Babblers, and Allies)	Gray-throated Babbler	gytbab1
Passeriformes	Timaliidae (Tree-Babblers, Scimitar-Babblers, and Allies)	Gray-headed Babbler	gyhbab1
Passeriformes	Timaliidae (Tree-Babblers, Scimitar-Babblers, and Allies)	Nonggang Babbler	nonbab1
Passeriformes	Timaliidae (Tree-Babblers, Scimitar-Babblers, and Allies)	Sooty Babbler	soobab1
Passeriformes	Timaliidae (Tree-Babblers, Scimitar-Babblers, and Allies)	Sikkim Wedge-billed Babbler	wbwbab1
Passeriformes	Timaliidae (Tree-Babblers, Scimitar-Babblers, and Allies)	Cachar Wedge-billed Babbler	chbbab1
Passeriformes	Timaliidae (Tree-Babblers, Scimitar-Babblers, and Allies)	White-necked Babbler	whnbab1
Passeriformes	Timaliidae (Tree-Babblers, Scimitar-Babblers, and Allies)	White-bibbed Babbler	whbbab1
Passeriformes	Timaliidae (Tree-Babblers, Scimitar-Babblers, and Allies)	Snowy-throated Babbler	sntbab1
Passeriformes	Timaliidae (Tree-Babblers, Scimitar-Babblers, and Allies)	Spot-necked Babbler	spnbab1
Passeriformes	Tityridae (Tityras and Allies)	Black-tailed Tityra	blttit1
Passeriformes	Tityridae (Tityras and Allies)	Black-crowned Tityra	blctit1
Passeriformes	Tityridae (Tityras and Allies)	Masked Tityra	mastit1
Passeriformes	Tityridae (Tityras and Allies)	Varzea Schiffornis	varsch1
Passeriformes	Tityridae (Tityras and Allies)	Olivaceous Schiffornis	thlsch7
Passeriformes	Tityridae (Tityras and Allies)	Northern Schiffornis	thlsch2
Passeriformes	Tityridae (Tityras and Allies)	Foothill Schiffornis	thlsch8
Passeriformes	Tityridae (Tityras and Allies)	Russet-winged Schiffornis	thlsch4
Passeriformes	Tityridae (Tityras and Allies)	Brown-winged Schiffornis	thlsch3
Passeriformes	Tityridae (Tityras and Allies)	Greenish Schiffornis	gresch2
Passeriformes	Tityridae (Tityras and Allies)	Cinereous Mourner	cinmou1
Passeriformes	Tityridae (Tityras and Allies)	Speckled Mourner	spemou1
Passeriformes	Tityridae (Tityras and Allies)	White-browed Purpletuft	whbpur1
Passeriformes	Tityridae (Tityras and Allies)	Dusky Purpletuft	duspur1
Passeriformes	Tityridae (Tityras and Allies)	Buff-throated Purpletuft	butpur1
Passeriformes	Tityridae (Tityras and Allies)	Andean Laniisoma	shlcot2
Passeriformes	Tityridae (Tityras and Allies)	Brazilian Laniisoma	shlcot3
Passeriformes	Tityridae (Tityras and Allies)	White-naped Xenopsaris	whnxen1
Passeriformes	Tityridae (Tityras and Allies)	Green-backed Becard	grbbec1
Passeriformes	Tityridae (Tityras and Allies)	Barred Becard	barbec1
Passeriformes	Tityridae (Tityras and Allies)	Slaty Becard	slabec1
Passeriformes	Tityridae (Tityras and Allies)	Cinereous Becard	cinbec2
Passeriformes	Tityridae (Tityras and Allies)	Cinnamon Becard	cinbec1
Passeriformes	Tityridae (Tityras and Allies)	Chestnut-crowned Becard	chcbec1
Passeriformes	Tityridae (Tityras and Allies)	White-winged Becard	whwbec1
Passeriformes	Tityridae (Tityras and Allies)	Black-and-white Becard	bawbec7
Passeriformes	Tityridae (Tityras and Allies)	Cryptic Becard	bawbec6
Passeriformes	Tityridae (Tityras and Allies)	Gray-collared Becard	grcbec1
Passeriformes	Tityridae (Tityras and Allies)	Black-capped Becard	blcbec1
Passeriformes	Tityridae (Tityras and Allies)	Glossy-backed Becard	glbbec1
Passeriformes	Tityridae (Tityras and Allies)	Rose-throated Becard	rotbec
Passeriformes	Tityridae (Tityras and Allies)	Jamaican Becard	jambec1
Passeriformes	Tityridae (Tityras and Allies)	One-colored Becard	oncbec1
Passeriformes	Tityridae (Tityras and Allies)	Pink-throated Becard	pitbec1
Passeriformes	Tityridae (Tityras and Allies)	Crested Becard	crebec1
Passeriformes	Troglodytidae (Wrens)	Rock Wren	rocwre
Passeriformes	Troglodytidae (Wrens)	Nightingale Wren	nigwre1
Passeriformes	Troglodytidae (Wrens)	Scaly-breasted Wren	scbwre1
Passeriformes	Troglodytidae (Wrens)	Flutist Wren	fluwre1
Passeriformes	Troglodytidae (Wrens)	Wing-banded Wren	wibwre1
Passeriformes	Troglodytidae (Wrens)	Gray-mantled Wren	gymwre1
Passeriformes	Troglodytidae (Wrens)	Tooth-billed Wren	tobwre1
Passeriformes	Troglodytidae (Wrens)	Canyon Wren	canwre
Passeriformes	Troglodytidae (Wrens)	Sumichrast's Wren	sumwre1
Passeriformes	Troglodytidae (Wrens)	Nava's Wren	navwre1
Passeriformes	Troglodytidae (Wrens)	Zapata Wren	zapwre1
Passeriformes	Troglodytidae (Wrens)	House Wren	houwre
Passeriformes	Troglodytidae (Wrens)	Cobb's Wren	houwre5
Passeriformes	Troglodytidae (Wrens)	Socorro Wren	socwre2
Passeriformes	Troglodytidae (Wrens)	Clarion Wren	clawre1
Passeriformes	Troglodytidae (Wrens)	Rufous-browed Wren	rubwre2
Passeriformes	Troglodytidae (Wrens)	Ochraceous Wren	ochwre1
Passeriformes	Troglodytidae (Wrens)	Mountain Wren	mouwre1
Passeriformes	Troglodytidae (Wrens)	Santa Marta Wren	samwre1
Passeriformes	Troglodytidae (Wrens)	Tepui Wren	tepwre1
Passeriformes	Troglodytidae (Wrens)	Eurasian Wren	winwre4
Passeriformes	Troglodytidae (Wrens)	Pacific Wren	pacwre1
Passeriformes	Troglodytidae (Wrens)	Winter Wren	winwre3
Passeriformes	Troglodytidae (Wrens)	Timberline Wren	timwre1
Passeriformes	Troglodytidae (Wrens)	Sedge Wren	sedwre1
Passeriformes	Troglodytidae (Wrens)	Grass Wren	sedwre
Passeriformes	Troglodytidae (Wrens)	Merida Wren	merwre1
Passeriformes	Troglodytidae (Wrens)	Apolinar's Wren	apowre1
Passeriformes	Troglodytidae (Wrens)	Marsh Wren	marwre
Passeriformes	Troglodytidae (Wrens)	Carolina Wren	carwre
Passeriformes	Troglodytidae (Wrens)	Bewick's Wren	bewwre
Passeriformes	Troglodytidae (Wrens)	White-headed Wren	whhwre1
Passeriformes	Troglodytidae (Wrens)	Band-backed Wren	babwre1
Passeriformes	Troglodytidae (Wrens)	Gray-barred Wren	grbwre1
Passeriformes	Troglodytidae (Wrens)	Giant Wren	giawre1
Passeriformes	Troglodytidae (Wrens)	Rufous-naped Wren	runwre1
Passeriformes	Troglodytidae (Wrens)	Spotted Wren	spowre1
Passeriformes	Troglodytidae (Wrens)	Boucard's Wren	bouwre1
Passeriformes	Troglodytidae (Wrens)	Yucatan Wren	yucwre1
Passeriformes	Troglodytidae (Wrens)	Cactus Wren	cacwre
Passeriformes	Troglodytidae (Wrens)	Stripe-backed Wren	stbwre2
Passeriformes	Troglodytidae (Wrens)	Fasciated Wren	faswre1
Passeriformes	Troglodytidae (Wrens)	Bicolored Wren	bicwre1
Passeriformes	Troglodytidae (Wrens)	Thrush-like Wren	thlwre1
Passeriformes	Troglodytidae (Wrens)	Sooty-headed Wren	sohwre1
Passeriformes	Troglodytidae (Wrens)	Black-bellied Wren	blbwre1
Passeriformes	Troglodytidae (Wrens)	Plain-tailed Wren	pltwre1
Passeriformes	Troglodytidae (Wrens)	Inca Wren	incwre1
Passeriformes	Troglodytidae (Wrens)	Whiskered Wren	whiwre1
Passeriformes	Troglodytidae (Wrens)	Moustached Wren	mouwre2
Passeriformes	Troglodytidae (Wrens)	Coraya Wren	corwre1
Passeriformes	Troglodytidae (Wrens)	Rufous-breasted Wren	rubwre1
Passeriformes	Troglodytidae (Wrens)	Spot-breasted Wren	spbwre1
Passeriformes	Troglodytidae (Wrens)	Speckle-breasted Wren	spbwre2
Passeriformes	Troglodytidae (Wrens)	Happy Wren	hapwre1
Passeriformes	Troglodytidae (Wrens)	Black-throated Wren	bltwre1
Passeriformes	Troglodytidae (Wrens)	Sinaloa Wren	sinwre1
Passeriformes	Troglodytidae (Wrens)	Banded Wren	banwre1
Passeriformes	Troglodytidae (Wrens)	Rufous-and-white Wren	rawwre1
Passeriformes	Troglodytidae (Wrens)	Antioquia Wren	antwre2
Passeriformes	Troglodytidae (Wrens)	Niceforo's Wren	nicwre1
Passeriformes	Troglodytidae (Wrens)	Stripe-breasted Wren	stbwre1
Passeriformes	Troglodytidae (Wrens)	Stripe-throated Wren	sttwre1
Passeriformes	Troglodytidae (Wrens)	Cabanis's Wren	plawre1
Passeriformes	Troglodytidae (Wrens)	Canebrake Wren	plawre3
Passeriformes	Troglodytidae (Wrens)	Isthmian Wren	istwre1
Passeriformes	Troglodytidae (Wrens)	Riverside Wren	rivwre1
Passeriformes	Troglodytidae (Wrens)	Bay Wren	baywre1
Passeriformes	Troglodytidae (Wrens)	Superciliated Wren	supwre1
Passeriformes	Troglodytidae (Wrens)	Buff-breasted Wren	bubwre1
Passeriformes	Troglodytidae (Wrens)	Long-billed Wren	lobwre1
Passeriformes	Troglodytidae (Wrens)	Fawn-breasted Wren	fabwre1
Passeriformes	Troglodytidae (Wrens)	Gray Wren	grywre1
Passeriformes	Troglodytidae (Wrens)	Rufous Wren	rufwre1
Passeriformes	Troglodytidae (Wrens)	Sharpe's Wren	shawre1
Passeriformes	Troglodytidae (Wrens)	Peruvian Wren	perwre1
Passeriformes	Troglodytidae (Wrens)	Fulvous Wren	fulwre1
Passeriformes	Troglodytidae (Wrens)	White-bellied Wren	whbwre1
Passeriformes	Troglodytidae (Wrens)	White-breasted Wood-Wren	wbwwre1
Passeriformes	Troglodytidae (Wrens)	Bar-winged Wood-Wren	bwwwre1
Passeriformes	Troglodytidae (Wrens)	Gray-breasted Wood-Wren	gbwwre1
Passeriformes	Troglodytidae (Wrens)	Hermit Wood-Wren	gybwow3
Passeriformes	Troglodytidae (Wrens)	Munchique Wood-Wren	munwow1
Passeriformes	Troglodytidae (Wrens)	Chestnut-breasted Wren	chbwre1
Passeriformes	Troglodytidae (Wrens)	Song Wren	sonwre1
Passeriformes	Troglodytidae (Wrens)	Musician Wren	muswre2
Passeriformes	Turdidae (Thrushes and Allies)	Grandala	granda1
Passeriformes	Turdidae (Thrushes and Allies)	Eastern Bluebird	easblu
Passeriformes	Turdidae (Thrushes and Allies)	Western Bluebird	wesblu
Passeriformes	Turdidae (Thrushes and Allies)	Mountain Bluebird	moublu
Passeriformes	Turdidae (Thrushes and Allies)	Rufous Flycatcher-Thrush	rufthr1
Passeriformes	Turdidae (Thrushes and Allies)	Finsch's Flycatcher-Thrush	fifthr1
Passeriformes	Turdidae (Thrushes and Allies)	Red-tailed Ant-Thrush	rtathr1
Passeriformes	Turdidae (Thrushes and Allies)	White-tailed Ant-Thrush	wtathr1
Passeriformes	Turdidae (Thrushes and Allies)	Townsend's Solitaire	towsol
Passeriformes	Turdidae (Thrushes and Allies)	Brown-backed Solitaire	brbsol1
Passeriformes	Turdidae (Thrushes and Allies)	Cuban Solitaire	cubsol1
Passeriformes	Turdidae (Thrushes and Allies)	Rufous-throated Solitaire	rutsol1
Passeriformes	Turdidae (Thrushes and Allies)	Black-faced Solitaire	blfsol1
Passeriformes	Turdidae (Thrushes and Allies)	Varied Solitaire	varsol1
Passeriformes	Turdidae (Thrushes and Allies)	Slate-colored Solitaire	slcsol1
Passeriformes	Turdidae (Thrushes and Allies)	Andean Solitaire	andsol1
Passeriformes	Turdidae (Thrushes and Allies)	Kamao	kamao
Passeriformes	Turdidae (Thrushes and Allies)	Amaui	amaui
Passeriformes	Turdidae (Thrushes and Allies)	Olomao	olomao
Passeriformes	Turdidae (Thrushes and Allies)	Omao	omao
Passeriformes	Turdidae (Thrushes and Allies)	Puaiohi	puaioh
Passeriformes	Turdidae (Thrushes and Allies)	Long-tailed Thrush	lotthr1
Passeriformes	Turdidae (Thrushes and Allies)	Alpine Thrush	alpthr1
Passeriformes	Turdidae (Thrushes and Allies)	Himalayan Thrush	himthr1
Passeriformes	Turdidae (Thrushes and Allies)	Sichuan Thrush	sicthr1
Passeriformes	Turdidae (Thrushes and Allies)	Geomalia	geomal1
Passeriformes	Turdidae (Thrushes and Allies)	Dark-sided Thrush	dasthr1
Passeriformes	Turdidae (Thrushes and Allies)	Long-billed Thrush	lobthr1
Passeriformes	Turdidae (Thrushes and Allies)	Everett's Thrush	evethr1
Passeriformes	Turdidae (Thrushes and Allies)	Sunda Thrush	sunthr1
Passeriformes	Turdidae (Thrushes and Allies)	White's Thrush	scathr2
Passeriformes	Turdidae (Thrushes and Allies)	Scaly Thrush	scathr8
Passeriformes	Turdidae (Thrushes and Allies)	Amami Thrush	scathr6
Passeriformes	Turdidae (Thrushes and Allies)	Nilgiri Thrush	scathr4
Passeriformes	Turdidae (Thrushes and Allies)	Sri Lanka Thrush	scathr5
Passeriformes	Turdidae (Thrushes and Allies)	Bonin Thrush	bonthr2
Passeriformes	Turdidae (Thrushes and Allies)	Makira Thrush	sacthr2
Passeriformes	Turdidae (Thrushes and Allies)	Guadalcanal Thrush	sacthr3
Passeriformes	Turdidae (Thrushes and Allies)	Bassian Thrush	oltthr1
Passeriformes	Turdidae (Thrushes and Allies)	New Britain Thrush	nebthr1
Passeriformes	Turdidae (Thrushes and Allies)	Bougainville Thrush	bouthr1
Passeriformes	Turdidae (Thrushes and Allies)	Russet-tailed Thrush	rutthr1
Passeriformes	Turdidae (Thrushes and Allies)	Fawn-breasted Thrush	fabthr1
Passeriformes	Turdidae (Thrushes and Allies)	Sulawesi Thrush	sulthr1
Passeriformes	Turdidae (Thrushes and Allies)	Fruit-hunter	fruith1
Passeriformes	Turdidae (Thrushes and Allies)	Purple Cochoa	purcoc1
Passeriformes	Turdidae (Thrushes and Allies)	Green Cochoa	grecoc1
Passeriformes	Turdidae (Thrushes and Allies)	Sumatran Cochoa	sumcoc1
Passeriformes	Turdidae (Thrushes and Allies)	Javan Cochoa	javcoc1
Passeriformes	Turdidae (Thrushes and Allies)	Varied Thrush	varthr
Passeriformes	Turdidae (Thrushes and Allies)	Black-billed Nightingale-Thrush	bbnthr1
Passeriformes	Turdidae (Thrushes and Allies)	Orange-billed Nightingale-Thrush	obnthr1
Passeriformes	Turdidae (Thrushes and Allies)	Slaty-backed Nightingale-Thrush	sbnthr1
Passeriformes	Turdidae (Thrushes and Allies)	Russet Nightingale-Thrush	runthr1
Passeriformes	Turdidae (Thrushes and Allies)	Ruddy-capped Nightingale-Thrush	rcnthr1
Passeriformes	Turdidae (Thrushes and Allies)	Black-headed Nightingale-Thrush	bhnthr1
Passeriformes	Turdidae (Thrushes and Allies)	Yellow-throated Nightingale-Thrush	spnthr1
Passeriformes	Turdidae (Thrushes and Allies)	Speckled Nightingale-Thrush	sponit2
Passeriformes	Turdidae (Thrushes and Allies)	Veery	veery
Passeriformes	Turdidae (Thrushes and Allies)	Gray-cheeked Thrush	gycthr
Passeriformes	Turdidae (Thrushes and Allies)	Bicknell's Thrush	bicthr
Passeriformes	Turdidae (Thrushes and Allies)	Swainson's Thrush	swathr
Passeriformes	Turdidae (Thrushes and Allies)	Hermit Thrush	herthr
Passeriformes	Turdidae (Thrushes and Allies)	Wood Thrush	woothr
Passeriformes	Turdidae (Thrushes and Allies)	Black Solitaire	blasol1
Passeriformes	Turdidae (Thrushes and Allies)	White-eared Solitaire	whesol1
Passeriformes	Turdidae (Thrushes and Allies)	Rufous-brown Solitaire	rubsol1
Passeriformes	Turdidae (Thrushes and Allies)	Aztec Thrush	aztthr
Passeriformes	Turdidae (Thrushes and Allies)	Siberian Thrush	sibthr1
Passeriformes	Turdidae (Thrushes and Allies)	Pied Thrush	piethr1
Passeriformes	Turdidae (Thrushes and Allies)	Spotted Ground-Thrush	spgthr1
Passeriformes	Turdidae (Thrushes and Allies)	Black-eared Ground-Thrush	bkegrt1
Passeriformes	Turdidae (Thrushes and Allies)	Gray Ground-Thrush	grygrt1
Passeriformes	Turdidae (Thrushes and Allies)	Crossley's Ground-Thrush	crgthr1
Passeriformes	Turdidae (Thrushes and Allies)	Oberländer's Ground-Thrush	obgthr1
Passeriformes	Turdidae (Thrushes and Allies)	Abyssinian Ground-Thrush	abgthr1
Passeriformes	Turdidae (Thrushes and Allies)	Orange Ground-Thrush	orgthr1
Passeriformes	Turdidae (Thrushes and Allies)	Spot-winged Thrush	spwthr1
Passeriformes	Turdidae (Thrushes and Allies)	Ashy Thrush	ashthr1
Passeriformes	Turdidae (Thrushes and Allies)	Buru Thrush	burthr1
Passeriformes	Turdidae (Thrushes and Allies)	Seram Thrush	serthr2
Passeriformes	Turdidae (Thrushes and Allies)	Chestnut-capped Thrush	chcthr1
Passeriformes	Turdidae (Thrushes and Allies)	Enggano Thrush	engthr1
Passeriformes	Turdidae (Thrushes and Allies)	Chestnut-backed Thrush	chbthr1
Passeriformes	Turdidae (Thrushes and Allies)	Orange-banded Thrush	orbthr1
Passeriformes	Turdidae (Thrushes and Allies)	Slaty-backed Thrush	slbthr1
Passeriformes	Turdidae (Thrushes and Allies)	Rusty-backed Thrush	rubthr2
Passeriformes	Turdidae (Thrushes and Allies)	Red-and-black Thrush	rabthr1
Passeriformes	Turdidae (Thrushes and Allies)	Orange-headed Thrush	orhthr1
Passeriformes	Turdidae (Thrushes and Allies)	Chinese Thrush	chithr2
Passeriformes	Turdidae (Thrushes and Allies)	Ethiopian Thrush	grothr2
Passeriformes	Turdidae (Thrushes and Allies)	Groundscraper Thrush	grothr1
Passeriformes	Turdidae (Thrushes and Allies)	Mistle Thrush	misthr1
Passeriformes	Turdidae (Thrushes and Allies)	Song Thrush	sonthr1
Passeriformes	Turdidae (Thrushes and Allies)	Abyssinian Thrush	abythr1
Passeriformes	Turdidae (Thrushes and Allies)	Taita Thrush	taithr1
Passeriformes	Turdidae (Thrushes and Allies)	Usambara Thrush	usathr1
Passeriformes	Turdidae (Thrushes and Allies)	Redwing	redwin
Passeriformes	Turdidae (Thrushes and Allies)	Mountain Thrush	mourob1
Passeriformes	Turdidae (Thrushes and Allies)	Eurasian Blackbird	eurbla
Passeriformes	Turdidae (Thrushes and Allies)	Pale-breasted Thrush	pabthr1
Passeriformes	Turdidae (Thrushes and Allies)	Cocoa Thrush	cocthr1
Passeriformes	Turdidae (Thrushes and Allies)	Hauxwell's Thrush	hauthr1
Passeriformes	Turdidae (Thrushes and Allies)	Yellow-legged Thrush	yelthr1
Passeriformes	Turdidae (Thrushes and Allies)	Pale-vented Thrush	pavthr1
Passeriformes	Turdidae (Thrushes and Allies)	White-throated Thrush	whtrob1
Passeriformes	Turdidae (Thrushes and Allies)	White-necked Thrush	whnrob1
Passeriformes	Turdidae (Thrushes and Allies)	Rufous-bellied Thrush	rubthr1
Passeriformes	Turdidae (Thrushes and Allies)	Clay-colored Thrush	clcrob
Passeriformes	Turdidae (Thrushes and Allies)	Spectacled Thrush	baerob1
Passeriformes	Turdidae (Thrushes and Allies)	Ecuadorian Thrush	ecuthr1
Passeriformes	Turdidae (Thrushes and Allies)	Varzea Thrush	hauthr3
Passeriformes	Turdidae (Thrushes and Allies)	Unicolored Thrush	unithr1
Passeriformes	Turdidae (Thrushes and Allies)	Somali Thrush	somthr1
Passeriformes	Turdidae (Thrushes and Allies)	Chinese Blackbird	chibla1
Passeriformes	Turdidae (Thrushes and Allies)	African Bare-eyed Thrush	abethr1
Passeriformes	Turdidae (Thrushes and Allies)	Kurrichane Thrush	kurthr1
Passeriformes	Turdidae (Thrushes and Allies)	Comoro Thrush	comthr1
Passeriformes	Turdidae (Thrushes and Allies)	Yemen Thrush	yemthr1
Passeriformes	Turdidae (Thrushes and Allies)	Olive Thrush	olithr2
Passeriformes	Turdidae (Thrushes and Allies)	Karoo Thrush	karthr1
Passeriformes	Turdidae (Thrushes and Allies)	Forest Thrush	forthr1
Passeriformes	Turdidae (Thrushes and Allies)	Pale-eyed Thrush	paethr1
Passeriformes	Turdidae (Thrushes and Allies)	White-eyed Thrush	whethr1
Passeriformes	Turdidae (Thrushes and Allies)	La Selle Thrush	lasthr1
Passeriformes	Turdidae (Thrushes and Allies)	Black Thrush	blarob1
Passeriformes	Turdidae (Thrushes and Allies)	Sooty Thrush	soorob1
Passeriformes	Turdidae (Thrushes and Allies)	American Robin	amerob
Passeriformes	Turdidae (Thrushes and Allies)	Rufous-backed Robin	rubrob
Passeriformes	Turdidae (Thrushes and Allies)	Rufous-collared Robin	rucrob1
Passeriformes	Turdidae (Thrushes and Allies)	Austral Thrush	austhr1
Passeriformes	Turdidae (Thrushes and Allies)	Plumbeous-backed Thrush	plbthr2
Passeriformes	Turdidae (Thrushes and Allies)	Blacksmith Thrush	slathr3
Passeriformes	Turdidae (Thrushes and Allies)	Lawrence's Thrush	lawthr1
Passeriformes	Turdidae (Thrushes and Allies)	Pantepui Thrush	bkbthr4
Passeriformes	Turdidae (Thrushes and Allies)	Tristan Thrush	trithr1
Passeriformes	Turdidae (Thrushes and Allies)	Creamy-bellied Thrush	crbthr1
Passeriformes	Turdidae (Thrushes and Allies)	Black-billed Thrush	blbthr1
Passeriformes	Turdidae (Thrushes and Allies)	Campina Thrush	bkbthr3
Passeriformes	Turdidae (Thrushes and Allies)	Marañon Thrush	marthr2
Passeriformes	Turdidae (Thrushes and Allies)	Chestnut-bellied Thrush	chbthr2
Passeriformes	Turdidae (Thrushes and Allies)	Black-hooded Thrush	blhthr1
Passeriformes	Turdidae (Thrushes and Allies)	Great Thrush	grethr1
Passeriformes	Turdidae (Thrushes and Allies)	Chiguanco Thrush	chithr1
Passeriformes	Turdidae (Thrushes and Allies)	Andean Slaty Thrush	slathr2
Passeriformes	Turdidae (Thrushes and Allies)	Glossy-black Thrush	glbthr1
Passeriformes	Turdidae (Thrushes and Allies)	Principe Thrush	prithr1
Passeriformes	Turdidae (Thrushes and Allies)	Sao Tome Thrush	satthr1
Passeriformes	Turdidae (Thrushes and Allies)	White-chinned Thrush	whcthr1
Passeriformes	Turdidae (Thrushes and Allies)	Grand Cayman Thrush	grcthr1
Passeriformes	Turdidae (Thrushes and Allies)	Red-legged Thrush	relthr1
Passeriformes	Turdidae (Thrushes and Allies)	African Thrush	afrthr1
Passeriformes	Turdidae (Thrushes and Allies)	Taiwan Thrush	islthr24
Passeriformes	Turdidae (Thrushes and Allies)	Gray-winged Blackbird	gywbla1
Passeriformes	Turdidae (Thrushes and Allies)	Indian Blackbird	eurbla2
Passeriformes	Turdidae (Thrushes and Allies)	Japanese Thrush	japthr1
Passeriformes	Turdidae (Thrushes and Allies)	Gray-backed Thrush	gybthr1
Passeriformes	Turdidae (Thrushes and Allies)	Tickell's Thrush	ticthr1
Passeriformes	Turdidae (Thrushes and Allies)	Black-breasted Thrush	blbthr2
Passeriformes	Turdidae (Thrushes and Allies)	Gray-sided Thrush	gysthr1
Passeriformes	Turdidae (Thrushes and Allies)	Eyebrowed Thrush	eyethr
Passeriformes	Turdidae (Thrushes and Allies)	Brown-headed Thrush	brhthr1
Passeriformes	Turdidae (Thrushes and Allies)	Izu Thrush	izuthr1
Passeriformes	Turdidae (Thrushes and Allies)	Pale Thrush	palthr1
Passeriformes	Turdidae (Thrushes and Allies)	Island Thrush	islthr1
Passeriformes	Turdidae (Thrushes and Allies)	White-backed Thrush	whbthr2
Passeriformes	Turdidae (Thrushes and Allies)	Tibetan Blackbird	tibbla1
Passeriformes	Turdidae (Thrushes and Allies)	Fieldfare	fieldf
Passeriformes	Turdidae (Thrushes and Allies)	White-collared Blackbird	whcbla1
Passeriformes	Turdidae (Thrushes and Allies)	Chestnut Thrush	chethr1
Passeriformes	Turdidae (Thrushes and Allies)	Ring Ouzel	rinouz1
Passeriformes	Turdidae (Thrushes and Allies)	Black-throated Thrush	datthr1
Passeriformes	Turdidae (Thrushes and Allies)	Red-throated Thrush	retthr1
Passeriformes	Turdidae (Thrushes and Allies)	Dusky Thrush	dusthr2
Passeriformes	Turdidae (Thrushes and Allies)	Naumann's Thrush	dusthr1
Passeriformes	Tyrannidae (Tyrant Flycatchers)	Wing-barred Piprites	wibpip1
Passeriformes	Tyrannidae (Tyrant Flycatchers)	Gray-headed Piprites	grhpip1
Passeriformes	Tyrannidae (Tyrant Flycatchers)	Black-capped Piprites	bkcpip1
Passeriformes	Tyrannidae (Tyrant Flycatchers)	Cinnamon Manakin-Tyrant	cinmat1
Passeriformes	Tyrannidae (Tyrant Flycatchers)	Kinglet Calyptura	kincal1
Passeriformes	Tyrannidae (Tyrant Flycatchers)	Cinnamon-crested Spadebill	cicspa1
Passeriformes	Tyrannidae (Tyrant Flycatchers)	Stub-tailed Spadebill	sttspa1
Passeriformes	Tyrannidae (Tyrant Flycatchers)	White-throated Spadebill	whtspa1
Passeriformes	Tyrannidae (Tyrant Flycatchers)	Golden-crowned Spadebill	gocspa1
Passeriformes	Tyrannidae (Tyrant Flycatchers)	Yellow-throated Spadebill	yetspa1
Passeriformes	Tyrannidae (Tyrant Flycatchers)	White-crested Spadebill	whcspa1
Passeriformes	Tyrannidae (Tyrant Flycatchers)	Russet-winged Spadebill	ruwspa1
Passeriformes	Tyrannidae (Tyrant Flycatchers)	Many-colored Rush Tyrant	mcrtyr1
Passeriformes	Tyrannidae (Tyrant Flycatchers)	Streak-necked Flycatcher	stnfly1
Passeriformes	Tyrannidae (Tyrant Flycatchers)	Olive-streaked Flycatcher	olsfly2
